cpt_code,description,facility_rate
45114,Partial removal of rectum,1696.837125
45116,Partial removal of rectum,1413.8631
45119,Remove rectum w/reservoir,1715.9706
45120,Removal of rectum,1505.5023750000003
45121,Removal of rectum and colon,1638.429675
45123,Partial proctectomy,1037.9071000000001
45126,Pelvic exenteration,2495.072275
45130,Excision of rectal prolapse,1009.7104
45135,Excision of rectal prolapse,1202.0521750000003
45136,Excise ileoanal reservior,1643.1291250000002
45150,Excision of rectal stricture,420.2651
45160,Excision of rectal lesion,981.178025
45171,Exc rect tum transanal part,614.9566000000001
45172,Exc rect tum transanal full,798.9065
45190,Destruction rectal tumor,675.713775
45300,Proctosigmoidoscopy dx,45.31612500000001
45303,Proctosigmoidoscopy dilate,80.562
45305,Proctosigmoidoscopy w/bx,69.484725
45307,Proctosigmoidoscopy fb,96.33872500000001
45308,Proctosigmoidoscopy removal,81.9047
45309,Proctosigmoidoscopy removal,86.60415
45315,Proctosigmoidoscopy removal,100.70250000000001
45317,Proctosigmoidoscopy bleed,103.052225
45320,Proctosigmoidoscopy ablate,100.03115000000001
45321,Proctosigmoidoscopy volvul,98.68845
45327,Proctosigmoidoscopy w/stent,110.43707500000001
45330,Diagnostic sigmoidoscopy,54.04367500000001
45331,Sigmoidoscopy and biopsy,67.135
45332,Sigmoidoscopy w/fb removal,96.33872500000001
45333,Sigmoidoscopy & polypectomy,86.939825
45334,Sigmoidoscopy for bleeding,106.40897500000001
45335,Sigmoidoscopy w/submuc inj,62.77122500000001
45337,Sigmoidoscopy & decompress,100.36682500000002
45338,Sigmoidoscopy w/tumr remove,109.43005
45340,Sig w/tndsc balloon dilation,72.841475
45341,Sigmoidoscopy w/ultrasound,112.11545000000001
45342,Sigmoidoscopy w/us guide bx,152.39645000000002
45346,Sigmoidoscopy w/ablation,144.00457500000002
45347,Sigmoidoscopy w/plcmt stent,137.291075
45349,Sigmoidoscopy w/resection,176.229375
45350,Sgmdsc w/band ligation,92.310625
45378,Diagnostic colonoscopy,165.487775
45379,Colonoscopy w/fb removal,211.139575
45380,Colonoscopy and biopsy,178.5791
45381,Colonoscopy submucous njx,178.5791
45382,Colonoscopy w/control bleed,227.923325
45384,Colonoscopy w/lesion removal,204.426075
45385,Colonoscopy w/lesion removal,224.56657500000003
45386,Colonoscopy w/balloon dilat,188.31367500000002
45388,Colonoscopy w/ablation,239.67195
45389,Colonoscopy w/stent plcmt,254.44165
45390,Colonoscopy w/resection,291.701575
45391,Colonoscopy w/endoscope us,227.25197500000002
45392,Colonoscopy w/endoscopic fnb,267.19730000000004
45393,Colonoscopy w/decompression,219.53145
45395,Lap removal of rectum,1808.281225
45397,Lap remove rectum w/pouch,1951.6144500000003
45398,Colonoscopy w/band ligation,210.468225
45400,Laparoscopic proc,1049.655725
45402,Lap proctopexy w/sig resect,1399.7647500000003
45500,Repair of rectum,572.9972250000001
45505,Repair of rectum,597.165825
45520,Treatment of rectal prolapse,37.931275
45540,Correct rectal prolapse,979.1639750000002
45541,Correct rectal prolapse,895.2452250000001
45550,Repair rectum/remove sigmoid,1359.148075
45560,Repair of rectocele,636.775475
45562,Exploration/repair of rectum,1128.8750250000003
45563,Exploration/repair of rectum,1577.6725000000001
45800,Repair rect/bladder fistula,1215.4791750000002
45805,Repair fistula w/colostomy,1400.100425
45820,Repair rectourethral fistula,1218.164575
45825,Repair fistula w/colostomy,1469.58515
45900,Reduction of rectal prolapse,212.48227500000002
45905,Dilation of anal sphincter,169.85155
45910,Dilation of rectal narrowing,188.985025
45915,Remove rectal obstruction,232.95845000000003
45990,Surg dx exam anorectal,100.03115000000001
46020,Placement of seton,111.4441
46030,Removal anal seton oth mrk,80.897675
46040,I&d ischiorct&/perirct absc,437.04885
46045,I&d absc tranal under anes,449.8045
46050,I&d perianal abscess supfc,104.05925
46060,I&d ischiorectal/ntrmrl absc,494.1136000000001
46070,Incision anal septum infant,291.03022500000003
46080,Sphnctrotmy anal div sphnctr,150.71807500000003
46083,Inc thrombosed hroid xtrnl,108.08735000000001
46200,Removal of anal fissure,349.437675
46220,Excise anal ext tag/papilla,120.17165000000001
46221,Ligation of hemorrhoid(s),198.04825000000002
46230,Removal of anal tags,167.16615000000002
46250,Remove ext hem groups 2+,320.23395
46255,Remove int/ext hem 1 group,352.45875
46257,Remove in/ex hem grp & fiss,417.915375
46258,Remove in/ex hem grp w/fistu,483.37200000000007
46260,Remove in/ex hem groups 2+,482.02930000000003
46261,Remove in/ex hem grps & fiss,517.9465250000001
46262,Remove in/ex hem grps w/fist,590.7880000000001
46270,Remove anal fist subq,410.19485000000003
46275,Remove anal fist inter,427.31427500000007
46280,Remove anal fist complex,485.05037500000003
46285,Remove anal fist 2 stage,428.99265
46288,Repair anal fistula,555.20645
46320,Removal of hemorrhoid clot,108.75870000000002
46500,Injection into hemorrhoid(s),195.36285000000004
46505,Chemodenervation anal musc,247.72815000000003
46600,Diagnostic anoscopy spx,40.616675
46601,Diagnostic anoscopy,85.93280000000001
46604,Anoscopy and dilation,62.77122500000001
46606,Anoscopy and biopsy,71.498775
46607,Diagnostic anoscopy & biopsy,113.79382500000001
46608,Anoscopy remove for body,81.9047
46610,Anoscopy remove lesion,76.5339
46611,Anoscopy,75.19120000000001
46612,Anoscopy remove lesions,90.96792500000001
46614,Anoscopy control bleeding,61.76420000000001
46615,Anoscopy,84.254425
46700,Repair of anal stricture,642.817625
46705,Repair of anal stricture,579.3750500000001
46706,Repr of anal fistula w/glue,178.91477500000002
46707,Repair anorectal fist w/plug,515.9324750000001
46710,Repr per/vag pouch sngl proc,1073.152975
46712,Repr per/vag pouch dbl proc,2087.22715
46715,Rep perf anoper fistu,556.8848250000001
46716,Rep perf anoper/vestib fistu,1221.1856500000001
46730,Construction of absent anus,1917.039925
46735,Construction of absent anus,2187.9296500000005
46740,Construction of absent anus,2082.5277
46742,Repair of imperforated anus,2386.64925
46744,Repair of cloacal anomaly,3320.4971000000005
46746,Repair of cloacal anomaly,3646.7732
46748,Repair of cloacal anomaly,3942.5028750000006
46750,Repair of anal sphincter,690.4834750000001
46751,Repair of anal sphincter,667.3219
46753,Reconstruction of anus,617.642
46754,Removal of suture from anus,241.01465000000002
46760,Repair of anal sphincter,1054.0195
46761,Repair of anal sphincter,834.1523750000001
46900,Destruction anal lesion(s),132.9273
46910,Destruction anal lesion(s),130.57757500000002
46916,Cryosurgery anal lesion(s),122.85705000000002
46917,Laser surgery anal lesions,121.51435000000001
46922,Excision of anal lesion(s),134.94135
46924,Destruction anal lesion(s),172.87262500000003
46930,Destroy internal hemorrhoids,158.4386
46940,Treatment of anal fissure,137.291075
46942,Treatment of anal fissure,124.19975000000001
46945,Int hrhc lig 1 hroid w/o img,352.12307500000003
46946,Int hrhc lig 2+hroid w/o img,385.690575
46947,Hemorrhoidopexy by stapling,381.3268
46948,Int hrhc tranal dartlzj 2+,447.79045
47000,Needle biopsy of liver perq,76.86957500000001
47001,Ndl biopsy lvr tm oth maj px,92.981975
47010,Hepatot opn drg absc/cst 1/2,1148.67985
47015,Lapt aspir&/njx hep prst cst,1109.7415500000002
47100,Wedge biopsy of liver,818.7113250000001
47120,Partial removal of liver,2177.5237250000005
47122,Extensive removal of liver,3163.0655250000004
47125,Partial removal of liver,2840.4818500000006
47130,Partial removal of liver,3038.1944250000006
47135,Transplantation of liver,5063.993050000001
47140,Partial removal donor liver,3361.7851250000003
47141,Partial removal donor liver,4005.2741
47142,Partial removal donor liver,4397.342500000001
47146,Prep donor liver/venous,296.401025
47147,Prep donor liver/arterial,345.409575
47300,Surgery for liver lesion,1078.1881
47350,Repair liver wound,1292.013075
47360,Repair liver wound,1753.5662000000002
47361,Repair liver wound,2783.4171
47362,Repair liver wound,1344.7140500000003
47370,Laparo ablate liver tumor rf,1178.21925
47371,Laparo ablate liver cryosurg,1188.2895
47380,Open ablate liver tumor rf,1351.091875
47381,Open ablate liver tumor cryo,1389.6945
47382,Percut ablate liver rf,643.82465
47383,Perq abltj lvr cryoablation,405.15972500000004
47384,Abltj ire liver 1+ tum perq,426.30725
47400,Incision of liver duct,2003.3084000000001
47420,Incision of bile duct,1245.0185750000003
47425,Incision of bile duct,1291.0060500000002
47460,Incise bile duct sphincter,1202.0521750000003
47480,Incision of gallbladder,841.8729
47490,Incision of gallbladder,299.75777500000004
47531,Injection for cholangiogram,62.099875000000004
47532,Injection for cholangiogram,183.614225
47533,Plmt biliary drainage cath,227.923325
47534,Plmt biliary drainage cath,318.55557500000003
47535,Conversion ext bil drg cath,170.187225
47536,Exchange biliary drg cath,115.13652500000002
47537,Removal biliary drg cath,84.254425
47538,Perq plmt bile duct stent,203.08337500000002
47539,Perq plmt bile duct stent,368.57115000000005
47540,Perq plmt bile duct stent,378.305725
47541,Plmt access bil tree sm bwl,295.05832499999997
47542,Dilate biliary duct/ampulla,117.82192500000001
47543,Endoluminal bx biliary tree,123.52840000000002
47544,Removal duct glbldr calculi,135.277025
47550,Bile duct endoscopy add-on,145.68295
47552,Biliary endo perq dx w/speci,256.120025
47553,Biliary endoscopy thru skin,253.77030000000002
47554,Biliary endoscopy thru skin,398.446225
47555,Biliary endoscopy thru skin,302.1075
47556,Biliary endoscopy thru skin,342.3885
47562,Laparoscopic cholecystectomy,635.0971000000001
47563,Laparo cholecystectomy/graph,687.798075
47564,Laparo cholecystectomy/explr,1066.7751500000002
47570,Laparo cholecystoenterostomy,739.8277
47600,Cholecystectomy,1015.4168750000001
47605,Cholecystectomy w/cholang,1066.7751500000002
47610,Removal of gallbladder,1179.56195
47612,Removal of gallbladder,1197.3527250000002
47620,Removal of gallbladder,1289.327675
47700,Exploration of bile ducts,1013.4028250000001
47701,Bile duct revision,1628.359425
47711,Excision of bile duct tumor,1454.479775
47712,Excision of bile duct tumor,1862.3249
47715,Excision of bile duct cyst,1260.1239500000001
47720,Fuse gallbladder & bowel,1101.6853500000002
47721,Fuse upper gi structures,1282.2785000000001
47740,Fuse gallbladder & bowel,1244.6829
47741,Fuse gallbladder & bowel,1391.70855
47760,Fuse bile ducts and bowel,2088.234175
47765,Fuse liver ducts & bowel,2807.2500250000003
47780,Fuse bile ducts and bowel,2295.0099750000004
47785,Fuse bile ducts and bowel,2987.171825
47800,Reconstruction of bile ducts,1470.92785
47801,Placement bile duct support,1042.942225
47900,Suture bile duct injury,1304.43305
48000,Drainage of abdomen,1755.58025
48001,Placement of drain pancreas,2139.256775
48020,Removal of pancreatic stone,1119.4761250000001
48100,Biopsy of pancreas open,848.2507250000001
48102,Needle biopsy pancreas,204.76175
48105,Resect/debride pancreas,2568.5851000000002
48120,Removal of pancreas lesion,1052.3411250000001
48140,Partial removal of pancreas,1463.8786750000002
48145,Partial removal of pancreas,1530.678
48146,Pancreatectomy,1776.727775
48148,Removal of pancreatic duct,1183.9257250000003
48150,Partial removal of pancreas,2885.4623
48152,Pancreatectomy,2686.4070250000004
48153,Pancreatectomy,2877.070425
48154,Pancreatectomy,2697.8199750000003
48155,Removal of pancreas,1719.9987
48400,Injection intraop add-on,95.667375
48500,Surgery of pancreatic cyst,1097.321575
48510,Drain pancreatic pseudocyst,1048.984375
48520,Fuse pancreas cyst and bowel,1039.585475
48540,Fuse pancreas cyst and bowel,1226.55645
48545,Pancreatorrhaphy,1269.858525
48547,Duodenal exclusion,1673.3398750000001
48548,Fuse pancreas and bowel,1564.91685
48552,Prep donor pancreas/venous,212.48227500000002
48554,Transpl allograft pancreas,2573.620225
48556,Removal allograft pancreas,1252.4034250000002
49000,Exploration of abdomen,732.44285
49002,Reopening of abdomen,979.1639750000002
49010,Exploration behind abdomen,868.7269
49013,Prpertl pel pack hemrrg trma,412.2089
49014,Reexploration pelvic wound,347.7593
49020,Drainage abdom abscess open,1495.432125
49040,Drain open abdom abscess,963.7229250000001
49060,Drain open retroperi abscess,1031.1936
49062,Drain to peritoneal cavity,737.1423000000001
49082,Abd paracentesis,71.498775
49083,Abd paracentesis w/imaging,93.31765
49084,Peritoneal lavage,96.33872500000001
49180,Biopsy abdominal mass,71.498775
49185,Sclerotx fluid collection,105.73762500000001
49186,Opn exc/dstr ntra-abd 5 cm/<,1227.5634750000002
49187,Opn exc/dstr ntra-abd 5.1-10,1554.17525
49188,Opn exc/dst ntra-abd 10.1-20,1861.6535500000002
49189,Opn exc/dst ntra-abd 20.1-30,2158.0545750000006
49190,Opn exc/dstr ntra-abd >30 cm,2653.510875
49215,Excise sacral spine tumor,2013.37865
49250,Excision of umbilicus,570.9831750000001
49255,Removal of omentum,755.6044250000001
49320,Diag laparo separate proc,317.8842250000001
49321,Laparoscopy biopsy,330.97555
49322,Laparoscopy aspiration,357.1582
49323,Laparo drain lymphocele,607.236075
49324,Lap insert tunnel ip cath,367.8998000000001
49325,Lap revision perm ip cath,390.7257000000001
49326,Lap w/omentopexy add-on,170.187225
49327,Lap ins device for rt,117.15057500000002
49400,Air injection into abdomen,78.88362500000001
49402,Remove foreign body adbomen,803.6059500000001
49405,Image cath fluid colxn visc,167.50182500000003
49406,Image cath fluid peri/retro,167.50182500000003
49407,Image cath fluid trns/vgnl,180.928825
49411,Ins mark abd/pel for rt perq,159.10995000000003
49412,Ins device for rt guide open,74.18417500000001
49418,Insert tun ip cath perc,175.55802500000001
49419,Insert tun ip cath w/port,393.41110000000003
49421,Ins tun ip cath for dial opn,207.78282500000003
49422,Remove tunneled ip cath,202.7477
49423,Exchange drainage catheter,61.092850000000006
49424,Assess cyst contrast inject,32.2248
49425,Insert abdomen-venous drain,750.2336250000001
49426,Revise abdomen-venous shunt,645.8387
49427,Injection abdominal shunt,35.58155000000001
49428,Ligation of shunt,413.55160000000006
49429,Removal of shunt,436.71317500000004
49435,Insert subq exten to ip cath,106.40897500000001
49436,Embedded ip cath exit-site,178.5791
49440,Place gastrostomy tube perc,179.25045
49441,Place duod/jej tube perc,218.524425
49442,Place cecostomy tube perc,179.25045
49446,Change g-tube to g-j perc,126.88515000000001
49450,Replace g/c tube perc,56.729075
49451,Replace duod/jej tube perc,76.5339
49452,Replace g-j tube perc,117.48625000000001
49460,Fix g/colon tube w/device,42.96640000000001
49465,Fluoro exam of g/colon tube,25.846975000000004
49491,Rpr hern preemie reduc,767.6887250000001
49492,Rpr ing hern premie blocked,915.7214000000001
49495,Rpr ing hernia baby reduc,401.4673000000001
49496,Rpr ing hernia baby blocked,599.179875
49500,Rpr ing hernia init reduce,414.558625
49501,Rpr ing hernia init blocked,589.4453
49505,Prp i/hern init reduc >5 yr,510.5616750000001
49507,Prp i/hern init block >5 yr,570.9831750000001
49520,Rerepair ing hernia reduce,611.264175
49521,Rerepair ing hernia blocked,688.4694250000001
49525,Repair ing hernia sliding,557.2205000000001
49540,Repair lumbar hernia,646.845725
49550,Rpr rem hernia init reduce,561.2486
49553,Rpr fem hernia init blocked,611.9355250000001
49555,Rerepair fem hernia reduce,586.424225
49557,Rerepair fem hernia blocked,695.854275
49591,Rpr aa hrn 1st < 3 cm rdc,317.212875
49592,Rpr aa hrn 1st < 3 ncr/strn,439.0629
49593,Rpr aa hrn 1st 3-10 rdc,527.6811
49594,Rpr aa hrn 1st 3-10 ncr/strn,685.784025
49595,Rpr aa hrn 1st > 10 rdc,707.938575
49596,Rpr aa hrn 1st > 10 ncr/strn,941.2327
49600,Repair umbilical lesion,707.267225
49605,Repair umbilical lesion,4513.48605
49606,Repair umbilical lesion,1065.43245
49610,Repair umbilical lesion,665.9792
49611,Repair umbilical lesion,593.137725
49613,Rpr aa hrn rcr < 3 rdc,389.047325
49614,Rpr aa hrn rcr < 3 ncr/strn,526.674075
49615,Rpr aa hrn rcr 3-10 rdc,586.7599
49616,Rpr aa hrn rcr 3-10 ncr/strn,787.157875
49617,Rpr aa hrn rcr > 10 rdc,812.3335000000001
49618,Rpr aa hrn rcr > 10 ncr/strn,1137.2669
49621,Rpr parastomal hernia rdc,686.79105
49622,Rpr parastomal hrna ncr/strn,853.9572000000001
49623,Rmvl ninfct mesh hernia rpr,184.956925
49650,Lap ing hernia repair init,426.30725
49651,Lap ing hernia repair recur,552.856725
49900,Repair of abdominal wall,804.2773000000001
49904,Omental flap extra-abdom,1294.6984750000001
49905,Omental flap intra-abdom,316.54152500000004
50010,Renal exploration,644.496
50020,Drg perirnl/renal absc open,920.756525
50040,Nfros nfrot w/drg,837.1734500000001
50045,Nephrotomy w/exploration,843.551275
50060,Nl removal calculus,1024.1444250000002
50065,Nl sec surg operj calculus,1083.5589000000002
50070,Nl comp cgen kdn abnormality,1063.0827250000002
50075,Nl rmvl lg staghorn calculus,1303.0903500000002
50080,Perq nl/pl lithotrp smpl<2cm,631.74035
50081,Perq nl/pl lithotrp cplx>2cm,1006.689325
50100,Trnsxj/repos abrrnt rnl vsls,1029.8509000000001
50120,Pyelotomy w/exploration,857.6496250000001
50125,Pyelotomy w/drg pyelostomy,886.517675
50130,Pyelotomy w/removal calculus,930.8267750000001
50200,Renal biopsy perq,110.77275
50205,Renal bx surg exposure kdn,716.6661250000001
50220,Remove kidney open,968.0867000000001
50225,Removal kidney open complex,1064.7611
50230,Removal kidney open radical,1148.3441750000002
50234,Removal of kidney & ureter,1166.4706250000002
50236,Removal of kidney & ureter,1313.83195
50240,Nephrectomy partial,1196.6813750000001
50250,Opn abltj 1/> rnl mas crysrg,1093.62915
50280,Exc/unroofing cyst kidney,854.964225
50290,Excision perinephric cyst,814.011875
50320,Remove kidney living donor,1490.3970000000002
50327,Prep renal graft/venous,195.69852500000002
50328,Prep renal graft/arterial,170.858575
50329,Prep renal graft/ureteral,163.47372500000003
50340,Recipient nephrectomy,942.5754000000001
50360,Rnl altrnsplj w/o rcp nfrct,2304.74455
50365,Rnl altrnsplj w/rcp nfrct,2813.62785
50370,Rmvl transplanted rnl algrft,1175.869525
50380,Rnl autotrnsplj rimpltj kdn,1988.5387000000003
50382,Change ureter stent percut,217.85307500000002
50384,Remove ureter stent percut,197.3769
50385,Change stent via transureth,190.32772500000002
50386,Remove stent via transureth,144.675925
50387,Change nephroureteral cath,72.170125
50389,Remove renal tube w/fluoro,45.98747500000001
50390,Drainage of kidney lesion,81.23335
50391,Instll rx agnt into rnal tub,85.26145000000001
50396,Measure kidney pressure,100.70250000000001
50400,Revision of kidney/ureter,1038.2427750000002
50405,Revision of kidney/ureter,1249.718025
50430,Njx px nfrosgrm &/urtrgrm,136.28405
50431,Njx px nfrosgrm &/urtrgrm,59.414475
50432,Plmt nephrostomy catheter,178.5791
50433,Plmt nephroureteral catheter,220.53847500000003
50434,Convert nephrostomy catheter,167.50182500000003
50435,Exchange nephrostomy cath,88.282525
50436,Dilat xst trc ndurlgc px,136.95540000000003
50437,Dilat xst trc new access rcs,225.23792500000002
50500,Repair of kidney wound,1216.4862
50520,Close kidney-skin fistula,1100.678325
50525,Close nephrovisceral fistula,1385.6664
50526,Close nephrovisceral fistula,1480.3267500000002
50540,Revision of horseshoe kidney,1030.52225
50541,Laparo ablate renal cyst,825.08915
50542,Laparo ablate renal mass,1049.9914
50543,Laparo partial nephrectomy,1336.3221750000002
50544,Laparoscopy pyeloplasty,1108.734525
50545,Laparo radical nephrectomy,1192.3176
50546,Laparoscopic nephrectomy,1084.565925
50547,Laparo removal donor kidney,1547.7974250000002
50548,Laparo remove w/ureter,1197.01705
50551,Kidney endoscopy,260.819475
50553,Kidney endoscopy,277.9389
50555,Kidney endoscopy & biopsy,301.43615000000005
50557,Kidney endoscopy & treatment,305.128575
50561,Kidney endoscopy & treatment,348.094975
50562,Renal scope w/tumor resect,514.9254500000001
50570,Kidney endoscopy,432.34940000000006
50572,Kidney endoscopy,466.5882500000001
50574,Kidney endoscopy & biopsy,495.79197500000004
50575,Kidney endoscopy,625.0268500000001
50576,Kidney endoscopy & treatment,494.1136000000001
50580,Kidney endoscopy & treatment,532.38055
50590,Fragmenting of kidney stone,523.653
50592,Perc rf ablate renal tumor,299.086425
50593,Perc cryo ablate renal tum,400.79595
50600,Exploration of ureter,844.5583
50605,Insert ureteral support,940.5613500000001
50606,Endoluminal bx urtr rnl plvs,126.54947500000002
50610,Removal of ureter stone,850.9361250000001
50620,Removal of ureter stone,815.3545750000001
50630,Removal of ureter stone,805.6200000000001
50650,Removal of ureter,935.8619
50660,Removal of ureter,1026.829825
50684,Injection for ureter x-ray,46.9945
50686,Measure ureter pressure,80.897675
50688,Change of ureter tube/stent,71.498775
50690,Injection for ureter x-ray,62.435550000000006
50693,Plmt ureteral stent prq,177.23640000000003
50694,Plmt ureteral stent prq,230.27305000000004
50695,Plmt ureteral stent prq,294.72265
50700,Revision of ureter,837.509125
50705,Ureteral embolization/occl,160.45265000000003
50706,Balloon dilate urtrl strix,156.08887500000003
50715,Release of ureter,1125.1826
50722,Release of ureter,908.33655
50725,Release/revise ureter,991.2482750000001
50727,Revise ureter,475.98715000000004
50728,Revise ureter,640.1322250000001
50740,Fusion of ureter & kidney,1159.42145
50750,Fusion of ureter & kidney,1035.557375
50760,Ureteroureterostomy,1032.2006250000002
50770,Splicing of ureters,1035.557375
50780,Reimplant ureter in bladder,1011.72445
50782,Reimplant ureter in bladder,968.0867000000001
50783,Reimplant ureter in bladder,1013.0671500000001
50785,Reimplant ureter in bladder,1090.2724
50800,Implant ureter in bowel,836.5021000000002
50810,Fusion of ureter & bowel,1336.3221750000002
50815,Urine shunt to intestine,1102.692375
50820,Construct bowel bladder,1184.5970750000001
50825,Construct bowel bladder,1471.5992000000003
50830,Revise urine flow,1606.5405500000002
50840,Replace ureter by bowel,1109.0702
50845,Appendico-vesicostomy,1134.245825
50860,Transplant ureter to skin,854.6285500000001
50900,Repair of ureter,765.003325
50920,Closure ureter/skin fistula,798.9065
50930,Closure ureter/bowel fistula,990.9126000000001
50940,Release of ureter,804.612975
50945,Laparoscopy ureterolithotomy,871.4123000000001
50947,Laparo new ureter/bladder,1239.98345
50948,Laparo new ureter/bladder,1136.931225
50951,Endoscopy of ureter,270.55405
50953,Endoscopy of ureter,289.016175
50955,Ureter endoscopy & biopsy,311.170725
50957,Ureter endoscopy & treatment,312.8491
50961,Ureter endoscopy & treatment,280.6243
50970,Ureter endoscopy,326.611775
50972,Ureter endoscopy & catheter,315.870175
50974,Ureter endoscopy & biopsy,415.56565000000006
50976,Ureter endoscopy & treatment,409.85917500000005
50980,Ureter endoscopy & treatment,313.856125
51020,Cystotomy/cystostomy w/fulg,437.7202
51040,Incise & drain bladder,274.24647500000003
51045,Incise bladder/drain ureter,458.867725
51050,Removal of bladder stone,436.041825
51060,Removal of ureter stone,535.7373000000001
51065,Remove ureter calculus,532.716225
51080,Drainage of bladder abscess,380.65545000000003
51100,Drain bladder by needle,33.903175000000005
51101,Drain bladder by trocar/cath,44.644775
51102,Drain bl w/cath insertion,126.54947500000002
51500,Removal of bladder cyst,583.0674750000001
51520,Removal of bladder lesion,547.15025
51525,Removal of bladder lesion,777.087625
51530,Removal of bladder lesion,699.8823750000001
51535,Repair of ureter lesion,707.938575
51550,Partial removal of bladder,875.7760750000001
51555,Partial removal of bladder,1134.9171750000003
51565,Revise bladder & ureter(s),1156.7360500000002
51570,Removal of bladder,1310.810875
51575,Removal of bladder & nodes,1617.28215
51580,Remove bladder/revise tract,1691.8020000000001
51585,Removal of bladder & nodes,1877.76595
51590,Remove bladder/revise tract,1720.3343750000001
51595,Remove bladder/revise tract,1944.5652750000002
51596,Remove bladder/create pouch,2098.6401
51597,Removal of pelvic structures,2050.3029
51600,Injection for bladder x-ray,37.595600000000005
51605,Preparation for bladder xray,35.245875000000005
51610,Injection for bladder x-ray,58.071775
51700,Irrigation of bladder,26.182650000000002
51701,Insert bladder catheter,22.154550000000004
51702,Insert temp bladder cath,22.825900000000004
51703,Insert bladder cath complex,67.80635000000001
51705,Change of bladder tube,47.330175000000004
51710,Change of bladder tube,73.512825
51715,Endoscopic injection/implant,177.23640000000003
51720,Treatment of bladder lesion,38.26695
51721,Ins trurl ablt trnsdc thr us,193.013125
51725,Simple cystometrogram,199.39095000000003
51726,Complex cystometrogram,272.232425
51727,Cystometrogram w/up,332.653925
51728,Cystometrogram w/vp,338.3604
51729,Cystometrogram w/vp&up,355.81550000000004
51736,Urine flow measurement,14.769700000000002
51741,Electro-uroflowmetry first,15.441050000000002
51784,Anal/urinary muscle study,66.79932500000001
51785,Anal/urinary muscle study,394.41812500000003
51792,Urinary reflex study,248.39950000000002
51797,Intraabdominal pressure test,155.7532
51798,Us urine capacity measure,12.755650000000001
51800,Revision of bladder/urethra,935.8619
51820,Revision of urinary tract,979.8353250000001
51840,Attach bladder/urethra,625.362525
51841,Attach bladder/urethra,722.0369250000001
51845,Repair bladder neck,533.0519
51860,Repair of bladder wound,685.4483500000001
51865,Repair of bladder wound,814.011875
51880,Repair of bladder opening,431.67805000000004
51900,Repair bladder/vagina lesion,748.890925
51920,Close bladder-uterus fistula,696.18995
51925,Hysterectomy/bladder repair,950.295925
51940,Correction of bladder defect,1464.21435
51960,Revision of bladder & bowel,1243.004525
51980,Construct bladder opening,650.202475
51990,Laparo urethral suspension,674.371075
51992,Laparo sling operation,750.2336250000001
52000,Cystourethroscopy,71.498775
52001,Cysto w/irrg&evac mlt clots,254.10597500000003
52005,Cysto w/urtrl cathj,120.17165000000001
52007,Cysto urtrl cathj brush bx,148.704025
52010,Cystoscopy & duct catheter,148.032675
52204,Cystoscopy w/biopsy(s),127.5565
52214,Cystoscopy and treatment,152.732125
52224,Cystoscopy and treatment,176.56505
52234,Cystoscopy and treatment,217.85307500000002
52235,Cystoscopy and treatment,255.78435000000002
52240,Cystoscopy and treatment,346.08092500000004
52250,Cystoscopy and radiotracer,212.81795000000002
52260,Cystoscopy and treatment,186.6353
52265,Cystoscopy and treatment,145.01160000000002
52270,Cystoscopy & revise urethra,162.802375
52275,Cystoscopy & revise urethra,220.2028
52276,Cystoscopy and treatment,234.63682500000002
52277,Cystoscopy and treatment,286.66645
52281,Cystoscopy and treatment,137.291075
52282,Cystoscopy implant stent,298.41507500000006
52283,Cystoscopy and treatment,179.586125
52284,Cysto rx balo cath urtl strx,146.689975
52285,Cystoscopy and treatment,174.21532500000004
52287,Cystoscopy chemodenervation,149.71105
52290,Cystoscopy and treatment,216.510375
52300,Cystoscopy and treatment,248.39950000000002
52301,Cystoscopy and treatment,256.45570000000004
52305,Cystoscopy and treatment,246.049775
52310,Cystoscopy and treatment,135.277025
52315,Cystoscopy and treatment,243.70005
52317,Remove bladder stone,305.79992500000003
52318,Remove bladder stone,416.237
52320,Cystoscopy and treatment,217.51740000000004
52325,Cystoscopy stone removal,282.97402500000004
52327,Cystoscopy inject material,226.24495000000002
52330,Cystoscopy and treatment,232.2871
52332,Cystoscopy and treatment,140.31215
52334,Create passage to kidney,164.145075
52341,Cysto w/ureter stricture tx,251.75625000000002
52342,Cysto w/up stricture tx,273.575125
52343,Cysto w/renal stricture tx,304.12155
52344,Cysto/uretero stricture tx,326.27610000000004
52345,Cysto/uretero w/up stricture,348.094975
52346,Cystouretero w/renal strict,393.41110000000003
52351,Cystouretero & or pyeloscope,267.86865000000006
52352,Cystouretero w/stone remove,313.184775
52353,Cystouretero w/lithotripsy,345.409575
52354,Cystouretero w/biopsy,368.23547500000006
52355,Cystouretero w/excise tumor,411.873225
52356,Cysto/uretero w/lithotripsy,366.89277500000003
52400,Cysto cgen post urtl valves,430.33535000000006
52402,Cysto trurl rescj ejacul dux,231.95142500000003
52441,Cysto insj trnsprstc 1 implt,184.956925
52442,Cysto ins trnsprstc implt ea,44.30910000000001
52443,Cysto 1st trurl prst8 comis,173.2083
52450,Transurethral inc prostate,440.069925
52500,Trurl resection bladder neck,354.137125
52597,Trurl rbtc wtrjt rescj prst8,551.1783500000001
52601,Prostatectomy (turp),528.688125
52630,Remove prostate regrowth,377.97005
52640,Relieve bladder contracture,303.78587500000003
52648,Laser surgery of prostate,531.03785
